"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
98;"AFD8D1FA52EF0B5B3015FB2180C1E867F82C195E";"b9b24d88e45ac7034e22363aac1347ca65caffc6";"Iñaki Inza and Pedro Larraaga and Ramon Etxeberria and Basilio Sierra";"Feature Subset Selection by Bayesian networks based optimization";"Dept. of Computer Science and Artificial Intelligence. University of the Basque Country";"";"come from the UCI repository [66]. Image dataset comes from the <b>Statlog</b> project [83]. LED24 (Breiman et al. [15]) is a well known artificial dataset with 7 equally relevant and 17 irrelevant binary features. We designed another artificial domain,";1810
107;"AFD8D1FA52EF0B5B3015FB2180C1E867F82C195E";"b9b24d88e45ac7034e22363aac1347ca65caffc6";"Iñaki Inza and Pedro Larraaga and Ramon Etxeberria and Basilio Sierra";"Feature Subset Selection by Bayesian networks based optimization";"Dept. of Computer Science and Artificial Intelligence. University of the Basque Country";"";"principal reason of `overfitting' was the low amount of training instances. To study this issue for FSS-EBNA, we have carried out a set of experiments with different training sizes of <b>Waveform</b> 40 dataset [15] with Naive-Bayes classification algorithm [19]: training sizes of 100; 200; 400; 800 and 1; 600 samples and tested over a fixed test set with 3; 200 instances. Figure 7 summarizes the set of";1811
108;"AFD8D1FA52EF0B5B3015FB2180C1E867F82C195E";"b9b24d88e45ac7034e22363aac1347ca65caffc6";"Iñaki Inza and Pedro Larraaga and Ramon Etxeberria and Basilio Sierra";"Feature Subset Selection by Bayesian networks based optimization";"Dept. of Computer Science and Artificial Intelligence. University of the Basque Country";"";"principal reason of `overfitting' was the low amount of training instances. To study this issue for FSS-EBNA, we have carried out a set of experiments with different training sizes of <b>Waveform</b> 40 dataset [15] with Naive-Bayes classification algorithm [19]: training sizes of 100; 200; 400; 800 and 1; 600 samples and tested over a fixed test set with 3; 200 instances. Figure 7 summarizes the set of";1812
19;"B038A9BFF06CE8A4834DD19EE798670609F6CD53";"d2ad474fa4c9b346e9ac8f41900cea7d4917c7ac";"Marc Sebban and Richard Nock and Jean-Hugues Chauchat and Ricco Rakotomalala";"Impact of learning set quality and size on decision tree performances";"Int. J. Comput. Syst. Signal, 1";"2000";"in detail. Actually, we note that for 3 datasets  <b>Car</b>  Pima and Xd6),thedecisiontreeisso reduced that no rule is induced, resulting in a decision rule in favor of the majority class in LS. This explains why accuracy falls much, respectively";1813
34;"B0BB832B18C475FC69611727FE1AB0B48C51ED7E";"a957b37bbe915165b7cb9fdb01d643a3c40079c4";"Prem Melville and Raymond J. Mooney";"Diverse ensembles for active learning";"ICML";"2004";"In particular, we used a sample size of two for the primary dataset, and three for breast-w, soybean, <b>diabetes</b>  vowel and credit-g. The primary aim of active learning is to reduce the amount of training data needed to induce an accurate model. To evaluate this, we";1814
90;"B0BB832B18C475FC69611727FE1AB0B48C51ED7E";"a957b37bbe915165b7cb9fdb01d643a3c40079c4";"Prem Melville and Raymond J. Mooney";"Diverse ensembles for active learning";"ICML";"2004";"In particular, we used a sample size of two for the primary dataset, and three for breast-w, <b>soybean</b>  diabetes, vowel and credit-g. The primary aim of active learning is to reduce the amount of training data needed to induce an accurate model. To evaluate this, we";1815
91;"B0BB832B18C475FC69611727FE1AB0B48C51ED7E";"a957b37bbe915165b7cb9fdb01d643a3c40079c4";"Prem Melville and Raymond J. Mooney";"Diverse ensembles for active learning";"ICML";"2004";"In particular, we used a sample size of two for the primary dataset, and three for breast-w, <b>soybean</b>  diabetes, vowel and credit-g. The primary aim of active learning is to reduce the amount of training data needed to induce an accurate model. To evaluate this, we";1816
137;"B0C909FDF4190A485B1745D0F1048F4763C4B89A";"1543ea7033e6a4fc2ab140096210d7821d7018fc";"Vijay S. Iyengar and Chidanand Apt and Tong Zhang";"Active learning using adaptive resampling";"KDD";"2000";"the ALAR method are shown in Figure 5. Both ALAR-3-nn and ALAR-vote-E achieve the accuracy goal with only 8000 labeled instances. The last benchmark used is the Mod-Apte split of the <b>Reuters</b> data set available from [20]. Only the top ten categories are considered. For eachofthemwe solve the binary classi#cation problem of being in or out of that category.Weused the notion of information gain";1817
53;"B0FE295CD2435880B5A31D93F5C173EC8E158C7C";"91c9c07720ed14d74e8cda2ec09b5b6789dda2b2";"Daniel C. St and Ralph W. Wilkerson and Cihan H. Dagli";"RULE SET QUALITY MEASURES FOR INDUCTIVE LEARNING ALGORITHMS";"proceedings of the Artificial Neural Networks In Engineering Conference 1996 (ANNIE";"1996";"distribution of the 148 instances among the four classes ""normal"" with 2 instances, ""metastases"" with 81 instances, ""malign"" with 61 instances, and ""fibrosis"" with 4 instances. The <b>Iris</b> data set, developed by R. A. Fisher (1936), lists the measurements of four characteristics of Iris flowers: petal length, petal width, sepal length, and sepal width. The set includes the measurements of 50";1818
120;"B0FFA8725C65C4A0C1E61FF9F154253F8EE7941B";"9b1e690eee045665891881f050354585bd20bd54";"Aik Choon Tan and David Gilbert";"An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics";"APBC";"2003";"interested readers should refer to the cited papers for details. <b>E</b> <b>coli</b> data set -- The objective of this data set is to predict the cellular localisation sites of E.coli proteins (Horton and Nakai, 1996). There are 8 different cellular sites, which are cytoplasm (cp), inner";1819
39;"B0FFA8725C65C4A0C1E61FF9F154253F8EE7941B";"9b1e690eee045665891881f050354585bd20bd54";"Aik Choon Tan and David Gilbert";"An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics";"APBC";"2003";"interested readers should refer to the cited papers for details. E <b>coli</b> data set -- The objective of this data set is to predict the cellular localisation sites of E.coli proteins (Horton and Nakai, 1996). There are 8 different cellular sites, which are cytoplasm (cp), inner";1820
67;"B0FFA8725C65C4A0C1E61FF9F154253F8EE7941B";"9b1e690eee045665891881f050354585bd20bd54";"Aik Choon Tan and David Gilbert";"An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics";"APBC";"2003";"with the addition of nuclear localisation information. <b>Promoter</b> data set. The task of the classifier is to predict whether a DNA sequence from E.coli is either a promoter or not (Towell et al., 1990). The input data is a 57-nucleotide sequence (A, C, T or G). HIV data";1821
154;"B0FFA8725C65C4A0C1E61FF9F154253F8EE7941B";"9b1e690eee045665891881f050354585bd20bd54";"Aik Choon Tan and David Gilbert";"An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics";"APBC";"2003";"The task of the classifier is to predict whether a DNA sequence from E.coli is either a promoter or not (Towell et al., 1990). The input data is a 57-nucleotide sequence (A, C, T or G). HIV data set -- The data set contains 362 octamer <b>protein</b> sequences each of which needs to be classified as an HIV protease cleavable site or uncleavable site (Cai and Chou, 1998). Data set E.coli Yeast";1822
110;"B0FFA8725C65C4A0C1E61FF9F154253F8EE7941B";"9b1e690eee045665891881f050354585bd20bd54";"Aik Choon Tan and David Gilbert";"An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics";"APBC";"2003";"of predicted lipoproteins and 3 different scoring functions on the amino acid contents whether predicted as a outer membrane or inner membrane, cleavable or uncleavable sequence signal. <b>Yeast</b> data set -- The objective is similar to the E.coli data, which is to determine the cellular localisation of the yeast proteins (Horton and Nakai, 1996). There are 10 different sites, which include: CYT";1823
23;"B1466AC895EAB055C95EEC6CAD0260085FCD6C7B";"3fa8ab593f1fd58f33109aae497ca1fb67732c35";"Marco Zaffalon and Marcus Hutter";"Robust Feature Selection by Mutual Information Distributions";"CoRR, csAI/0206006";"2002";"The remaining cases are described by means of the following figures. Figure 2 shows that FF allowed the naive Bayes to significantly do better predictions than F for the greatest part of the <b>Chess</b> data set. The maximum di®erence in prediction accuracy is obtained at instance 422, where the accuracies are 0.889 and 0.832 for the cases FF and F, respectively. Figure 2 does not report the BF case,";1824
21;"B1466AC895EAB055C95EEC6CAD0260085FCD6C7B";"3fa8ab593f1fd58f33109aae497ca1fb67732c35";"Marco Zaffalon and Marcus Hutter";"Robust Feature Selection by Mutual Information Distributions";"CoRR, csAI/0206006";"2002";"The remaining cases are described by means of the following figures. Figure 2 shows that FF allowed the naive Bayes to significantly do better predictions than F for the greatest part of the <b>Chess</b> data set. The maximum di®erence in prediction accuracy is obtained at instance 422, where the accuracies are 0.889 and 0.832 for the cases FF and F, respectively. Figure 2 does not report the BF case,";1825
22;"B1466AC895EAB055C95EEC6CAD0260085FCD6C7B";"3fa8ab593f1fd58f33109aae497ca1fb67732c35";"Marco Zaffalon and Marcus Hutter";"Robust Feature Selection by Mutual Information Distributions";"CoRR, csAI/0206006";"2002";"The remaining cases are described by means of the following figures. Figure 2 shows that FF allowed the naive Bayes to significantly do better predictions than F for the greatest part of the <b>Chess</b> data set. The maximum di®erence in prediction accuracy is obtained at instance 422, where the accuracies are 0.889 and 0.832 for the cases FF and F, respectively. Figure 2 does not report the BF case,";1826
63;"B1466AC895EAB055C95EEC6CAD0260085FCD6C7B";"3fa8ab593f1fd58f33109aae497ca1fb67732c35";"Marco Zaffalon and Marcus Hutter";"Robust Feature Selection by Mutual Information Distributions";"CoRR, csAI/0206006";"2002";"on a number of di®erent domains. For example, Shuttle-small reports data on diagnosing failures of the space shuttle; <b>Lymphography</b> and Hypothyroid are medical data sets; Spam is a body of e-mails that can be spam or non-spam; etc. The data sets presenting non-nominal features have been pre-discretized by MLC++ [KJL + 94], default options. This step may remove some";1827
53;"B19BCB2705D3A970E1A2235C7F042EBCA49A13F5";"b8a6771d62cfaaffe0071e498102432d8d800573";"Geoffrey Holmes and Bernhard Pfahringer and Richard Kirkby and Eibe Frank and Mark A. Hall";"Multiclass Alternating Decision Trees";"ECML";"2002";"cleveland 81.72 80.36hepatitis 79.78 77.65 ionosphere 90.49 89.72 labor 84.67 87.5 + promoters 86.8 87.3 sick-euthyroid 97.71 97.85 + sonar 76.65 74.1296.18Table 3. Wrapping two-class ADTree results dataset 1vs1 1vsRest Random Exhaustive <b>iris</b> 95.13 95.33 95.33 95.33 balance-scale 83.94 85.06 + 85.06 + 85.06 + hypothyroid 99.61 99.63 99.64 99.64 anneal 99.01 98.96 99.05 99.19 + zoo 90.38 93.45 + 95.05 +";1828
90;"B19BCB2705D3A970E1A2235C7F042EBCA49A13F5";"b8a6771d62cfaaffe0071e498102432d8d800573";"Geoffrey Holmes and Bernhard Pfahringer and Richard Kirkby and Eibe Frank and Mark A. Hall";"Multiclass Alternating Decision Trees";"ECML";"2002";"(class sizes 3-13) but struggles against two of the later datasets. For <b>soybean</b> 1-against-1 uses a tree of size 1710, and for primary-tumor it uses a tree of size 2310. Perhaps the most remarkable result is for half-letter where 1against-1 using 780 tests has an";1829
91;"B19BCB2705D3A970E1A2235C7F042EBCA49A13F5";"b8a6771d62cfaaffe0071e498102432d8d800573";"Geoffrey Holmes and Bernhard Pfahringer and Richard Kirkby and Eibe Frank and Mark A. Hall";"Multiclass Alternating Decision Trees";"ECML";"2002";"(class sizes 3-13) but struggles against two of the later datasets. For <b>soybean</b> 1-against-1 uses a tree of size 1710, and for primary-tumor it uses a tree of size 2310. Perhaps the most remarkable result is for half-letter where 1against-1 using 780 tests has an";1830
53;"B1E527F19DDC0343FC7F3A76D97025BFAB15D4F4";"395f41d678ee7dfc42742e514a39927f80c4c538";"Ross J. Micheals and Patrick Grother and P. Jonathon Phillips";"The NIST HumanID Evaluation Framework";"AVBPA";"2003";"Jonathon's signature therefore contains five sigmembers: one for the <b>iris</b> scan, three for each facial image, and one for the gait video. For the first sigmember, the iris scan, there is a single dataset with a single file that contains the iris data. Three sigmembers, for the facial imagery, each have a single dataset, each with a single file that each contain a facial image. The fifth sigmember,";1831
2;"B2185A2F61BC311C2571A081EDBA09E230D4961A";"5e9e56b4525a16e039d75d04d32477b118e36b0d";"Christopher R. Palmer and Christos Faloutsos";"Electricity Based External Similarity of Categorical Attributes";"PAKDD";"2003";"than the distance functions computed by D fr;P . Since D fr;P has been previously evaluated using single link hierarchical clustering, that is the algorithm that we will use here [3]. The three data sets weevaluated are: 1. <b>Adult</b> - a selection of fields from the 1994 census data collected in the United States. There are 32,561 training examples and 16,281 test examples with 6 numeric fields and 8";1832
9;"B2185A2F61BC311C2571A081EDBA09E230D4961A";"5e9e56b4525a16e039d75d04d32477b118e36b0d";"Christopher R. Palmer and Christos Faloutsos";"Electricity Based External Similarity of Categorical Attributes";"PAKDD";"2003";"house servant as an outlier, combined Clerical with Other service and combined Sales and Technical support . The final pair of clusterings in parts (g) and (h) show the makes of cars in the <b>Auto</b> data set. The comparison here is more subtle, but the REP clustering has a more natural looking structure and three very distinct clusters for the luxury cars, the family cars and the imports. D fr;P on the";1833
74;"B2431272E2FC1B89CD41CEE4F841AEAD3D88A197";"7f1ab881783b9b5384c1fd78ca126009a42adbcd";"Hendrik Blockeel and Luc De Raedt";"Lookahead and Discretization in ILP";"ILP";"1997";"to an interval test in the discrete domain. The three approaches have been used and compared in our experiments. 3.2 Experimental Evaluation We evaluate the effect of discretization on two datasets: the <b>Musk</b> dataset (available at the UCI repository [11]) and the Diterpene dataset, generously provided to us by Steffen Schulze-Kremer and Saso Dzeroski. Both datasets contain nondeterminate";1834
75;"B2431272E2FC1B89CD41CEE4F841AEAD3D88A197";"7f1ab881783b9b5384c1fd78ca126009a42adbcd";"Hendrik Blockeel and Luc De Raedt";"Lookahead and Discretization in ILP";"ILP";"1997";"to an interval test in the discrete domain. The three approaches have been used and compared in our experiments. 3.2 Experimental Evaluation We evaluate the effect of discretization on two datasets: the <b>Musk</b> dataset (available at the UCI repository [11]) and the Diterpene dataset, generously provided to us by Steffen Schulze-Kremer and Saso Dzeroski. Both datasets contain nondeterminate";1835
90;"B2682982F11AD1D83B201E53AE89B071E96EB8E1";"9533c70dee11979650e1d68d349556d5624b7ba7";"Iñaki Inza and Pedro Larraaga and Basilio Sierra";"Bayesian networks for feature subset selection";"Department of Computer Sciences and Artificial Intelligence";"";"on their stop-generation numbers to extract differences between the behaviour of GA-o and GA-u. Thus, observing Table 6, the one-point crossover is better suited for Horsecolic and <b>Soybean</b> large datasets than the uniform crossover; otherwise, we see the opposite behaviour in Ionosphere and Anneal. By the use of FSS-EBNA, we also avoid this tunning among different crossover operators for each";1836
91;"B2682982F11AD1D83B201E53AE89B071E96EB8E1";"9533c70dee11979650e1d68d349556d5624b7ba7";"Iñaki Inza and Pedro Larraaga and Basilio Sierra";"Bayesian networks for feature subset selection";"Department of Computer Sciences and Artificial Intelligence";"";"on their stop-generation numbers to extract differences between the behaviour of GA-o and GA-u. Thus, observing Table 6, the one-point crossover is better suited for Horsecolic and <b>Soybean</b> large datasets than the uniform crossover; otherwise, we see the opposite behaviour in Ionosphere and Anneal. By the use of FSS-EBNA, we also avoid this tunning among different crossover operators for each";1837
149;"B27601200B051645A7C2F3A810CD3B4613F37780";"a5de010b13b49c05ccdf94f823248eba956d8d6b";"Ronaldo C. Prati and Peter A. Flach";"ROCCER: an Algorithm for Rule Learning Based on ROC Analysis";"Institute of Mathematics and Computer Science University of S~ ao Paulo";"";"351 64.10 10 Kr-vs-Kp 37 3196 52.22 11 Letter-a 17 20000 96.06 12 New-thyroid 6 215 83.72 13 Nursery 9 12960 97.45 14 Pima 9 768 65.10 15 Satimage 37 6435 90.27 16 <b>Vehicle</b> 19 846 76.48 Table 1: UCI data sets used in our experiments. been modified to incorporate the induction of unordered rule sets and Laplace error correction as evaluation function [Clark and Boswell, 1991] . Ripper [Cohen, 1995]";1838
59;"B289658F98064462B059E73E565C5365B52EEE46";"ba8302e5db2921603c34aee0c738b103d1948f5f";"Jaakko Peltonen and Arto Klami and Samuel Kaski";"Learning Metrics for Information Visualization";"Neural Networks Research Centre Helsinki University of Technology";"";"(Table 3). Computing accurate global distances with the graph search (column 'Graph' in Table 3) further improved performance significantly on the Landsat and <b>Letter recognition</b> data sets. On the two other sets the difference between the Sammon-L variants was not significant. The difference between Sammon-L with the graph approximation and Sammon-E is illustrated in Figure 2 on";1839
146;"B289658F98064462B059E73E565C5365B52EEE46";"ba8302e5db2921603c34aee0c738b103d1948f5f";"Jaakko Peltonen and Arto Klami and Samuel Kaski";"Learning Metrics for Information Visualization";"Neural Networks Research Centre Helsinki University of Technology";"";"estimates of auxiliary data, at the winner units of test samples. This measure has a slightly unintuitive corollary: since it requires a density estimator, even though traditional SOMs are not Data set n C N <b>Landsat</b> <b>Satellite</b> Data [1] 36 6 6435 Letter Recognition Data [1] 16 26 20000 LVQ PAK (Phoneme) [6] 20 13 3656 TIMIT Data [11] 12 41 14994 Table 1: The data sets and their dimensionality (n),";1840
120;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"and contains 10,918 sequences of average length 361.6 symbols, it will be referred as M-EI. The <b>E</b> <b>Coli</b> Genome dataset contains sequences from the genome of prokaryote organism Escherichia coli (ecoli) [NTPP01]. To build this dataset the e-coli genome was first split into two sets of sequences, one containing";1841
39;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"contains sequences from the genome of prokaryote organism Escherichia <b>coli</b>  <b>ecoli</b>  [NTPP01]. To build this dataset the e-coli genome was first split into two sets of sequences, one containing sequences making up the coding region whereas other containing sequences making up the non-coding region. Next a fixed";1842
67;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"to the alphabet, which is assumed to be present at the beginning of each sequences [DEKG98]. Equation 3 contains these extra states. Figure 1 illustrates an example of sequence classification on a dataset of <b>DNA</b> sequences. Figure 1(a) shows the training sequences with their respective class labels, these sequences are first split into two parts for computing the TPM associated with each class label.";1843
68;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"contains a total of 3,370 sequences, which is equal to the number of coding and non-coding regions in the e-coli genome. The <b>Protein Structure</b> dataset is made of amino acid sequences and addresses the problem of assigning a secondary structure to a protein sequence. The dataset was created by processing the SWISS-PROT [BA99] database to obtain";1844
69;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"# Sessions Avg. Length Dataset # Sessions Avg. Length <b>Splice</b> (S-EI) 1, 527 60.0 Peptidias (P-) 1,584 511.3 Exon 762 60.0 cysteine 416 854.3 Intron 765 60.0 metallo 580 512.6 Mouse Genome (MG-GN) 10,918 361.6 serine 775 500.5 exon";1845
154;"B360A43EFFEC793BB362B2A8111F4572A930D8DB";"f006e50cdba5e00538e2b48452e1d0bab8ed02b9";"Mukund Deshpande and George Karypis";"Evaluation of Techniques for Classifying Biological Sequences";"PAKDD";"2002";"contains a total of 3,370 sequences, which is equal to the number of coding and non-coding regions in the e-coli genome. The <b>Protein</b> Structure dataset is made of amino acid sequences and addresses the problem of assigning a secondary structure to a protein sequence. The dataset was created by processing the SWISS-PROT [BA99] database to obtain";1846
98;"B407910FB3CB79A34C3082A189AB4291BC67A4FB";"c7147f5e08903c837fbc854a1979dd207bd90350";"Wl odzisl and aw Duch";"Committees of Undemocratic Competent Models";"School of Computer Engineering Nanyang Technological University";"";"k=7, Euclidean 94.9 95.3 best single CUC model Dipol92 98.3 95.2 <b>STATLOG</b> Alloc80 93.7 94.3 Statlog Quadratic DA 100 94.1 Statlog LDA 96.6 94.1 Statlog TABLE II COMPARISON OF RESULTS ON THE LETTER DATASET. RESULTS ARE FROM THE STATLOG BOOK OR OUR OWN CALCULATIONS . System Train % Test % Remarks CUC committee 98.5 96.5 Majority committee 95.8 95.4 kNN, k=5, Euclidean 94.8 95.4 best single CUC model";1847
46;"B438C196B3172382D452A244B613E9A54A8C10C1";"d891d25459c4422e9cf2262272938d1ada438a9e";"Xiaoli Z. Fern and Carla Brodley";"Boosting Lazy Decision Trees";"ICML";"2003";"but behave less consistently. For three data sets, <b>Hepatitis</b>  Lympho and Monk2, bagging significantly degrades the performance of the base learner. This is possibly caused by the sub-sampling procedure used by bagging to generate different";1848
105;"B45A1650D79794F9FE887040F4025564D0D7C6A5";"55a0fe71cda785b63ac52449a77593a9b7f5a8ae";"Federico Divina and Elena Marchiori";"Evolutionary Concept Learning";"GECCO";"2002";"respectively. The three dataset are public domain datasets. The <b>vote dataset</b> contains votes for each of the U.S. House of Representatives Congressmen on the sixteen key votes. The problem is learning a concept for distinguishing";1849
150;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"settings are the same as those used in IB1 3 in all experiments. No parameter settings are required for NB*. Our studies employ two artificial domains (i.e., waveform and LED24) and four real-world datasets (i.e., euthyroid, <b>nettalk</b> stress), splice junction and protein coding) obtained from the UCI repository of machine learning databases (Merz & Murphy, 1996). The two noisy artificial domains are";1850
69;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"settings are the same as those used in IB1 3 in all experiments. No parameter settings are required for NB*. Our studies employ two artificial domains (i.e., waveform and LED24) and four real-world datasets (i.e., euthyroid, nettalk(stress), <b>splice</b> junction and protein coding) obtained from the UCI repository of machine learning databases (Merz & Murphy, 1996). The two noisy artificial domains are";1851
154;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"DNA nucleotide positions and each position can have one of the four base values. The task is to recognize, given a DNA sequence, two types of the splice junction or neither. The <b>protein</b> coding dataset, introduced by Craven and Shavlik (1993), contains DNA nucleotide sequences and its classification task is to differentiate the coding sequences from the non-coding ones. Each sequence has fifteen";1852
102;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"are on or off, plus seventeen irrelevant binary attributes. Each attribute value is inverted with a probability of 0.1. The task is to classify the input as one of the ten digits. The euthyroid dataset is one of the sets of <b>Thyroid</b> examples from the Garvan Institute of Medical Research in Sydney described in Quinlan, Compton, Horn and Lazarus (1987). It consists of 3163 case data and diagnoses for";1853
107;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"settings are the same as those used in IB1 3 in all experiments. No parameter settings are required for NB*. Our studies employ two artificial domains (i.e., <b>waveform</b> and LED24) and four real-world datasets (i.e., euthyroid, nettalk(stress), splice junction and protein coding) obtained from the UCI repository of machine learning databases (Merz & Murphy, 1996). The two noisy artificial domains are";1854
108;"B505D5151B9E07D6B485294BA0985B51D129BC0B";"6a9871da32f3042a5de9082a36a11d5aecda6df8";"Kai Ming Ting and Boon Toh Low";"Model Combination in the Multiple-Data-Batches Scenario";"ECML";"1997";"settings are the same as those used in IB1 3 in all experiments. No parameter settings are required for NB*. Our studies employ two artificial domains (i.e., <b>waveform</b> and LED24) and four real-world datasets (i.e., euthyroid, nettalk(stress), splice junction and protein coding) obtained from the UCI repository of machine learning databases (Merz & Murphy, 1996). The two noisy artificial domains are";1855
42;"B59A8BF45ADD9A7BAE9E8C978862F8D3C1077B61";"ba94d46c3f1c8a8ccb1dc3fcbeb6afdd963d3f87";"Xiaoli Z. Fern and Carla Brodley";"Solving cluster ensemble problems by bipartite graph partitioning";"ICML";"2004";"a fair comparison. 7. Experimental Results The goal of the experiments is to evaluate the three graph formulations - IBGF, CBGF and HBGF - given different cluster ensembles. Table 1. Summary of the data sets data set eos <b>glass</b> hrct isolet6 modis #inst. 2398 214 1545 1440 4975 #class 8 6 8 6 10 org. dim. 20 9 183 617 112 rp dim. 5 5 10 10 6 pca dim. --- --- 30 60 6 7.1. Data Sets and Parameter Settings";1856
46;"B59EFC945ACD390FD067C30FCC412DB19F2C24A3";"118fe8f48c22375803e81b47d91c0bfd96c19999";"Wl/odzisl/aw Duch and Rafal Adamczak and Geerd H. F Diercksen";"Neural Networks from Similarity Based Perspective";"Department of Computer Methods, Nicholas Copernicus University";"";"85.5% (with 20 neurons), and inserting a new value that does not appear in the data, such as -100, decreased accuracy to 81.5% (using 22 neurons). The same behavior has been observed for <b>Hepatitis</b> dataset taken from the same source. the data contains 155 vectors, 18 attributes, 13 of them are binary, other have integer values. The last attribute has 67 missing values, attribute 16 has 29 missing";1857
53;"B59EFC945ACD390FD067C30FCC412DB19F2C24A3";"118fe8f48c22375803e81b47d91c0bfd96c19999";"Wl/odzisl/aw Duch and Rafal Adamczak and Geerd H. F Diercksen";"Neural Networks from Similarity Based Perspective";"Department of Computer Methods, Nicholas Copernicus University";"";"them on a unit sphere defined by this metric. 6 Pedagogical illustration The influence of non-Euclidean distance functions on the decision borders is illustrated here on the classical <b>Iris</b> flowers dataset, containing 50 cases in each of the 3 classes. The flowers are described by 4 measurements (petal and sepal width and length). Two classes, Iris virginica and Iris versicolor, overlap, and therefore";1858
46;"B604499A7364797F1F1366F10C98FD1580B7FD8B";"15b7c2d67edb6f722c80cf48928bc53c17ad7bef";"Wl odzisl and Rafal Adamczak and Krzysztof Grabczewski";"Optimization of Logical Rules Derived by Neural Procedures";"Department of Computer Methods, Nicholas Copernicus University";"";"(if there is no test set). All data are from the UCI repository [11], except for the appendicitis, obtained from the authors of [12] paper. <b>Hepatitis</b> dataset contains many missing values and if averages are used meaningless rules are obtained; here only attributes with few missing values were used (no more than 5). NASA shuttle (described below) and the";1859
148;"B604499A7364797F1F1366F10C98FD1580B7FD8B";"15b7c2d67edb6f722c80cf48928bc53c17ad7bef";"Wl odzisl and Rafal Adamczak and Krzysztof Grabczewski";"Optimization of Logical Rules Derived by Neural Procedures";"Department of Computer Methods, Nicholas Copernicus University";"";"77.2 4/4 78.0 Diabetes 2/2 75.0 Hepatitis 3/5 88.4 Heart (Cleveland) 4/3 85.5 Hypothyroid 3/5 99.4 Iris 3/1 95.3 3/2 98.0 Mushrooms 2/1 98.5 3/2 99.4 4/4 99.9 5/6 100.0 A. NASA <b>Shuttle</b> The Shuttle dataset from NASA contains 9 continuos numerical attributes related to the positions of radiators in the Space Shuttle. There are 43500 training vectors and 14500 test vectors, divided into 7 classes in a";1860
31;"B635ADFAE0D08D00162C09C957931DED07495F20";"c4ef47232a73d5e27b14e63096634eb70dcbddce";"Joao Gama and Ricardo Rocha and Pedro Medas";"Accurate decision trees for mining high-speed data streams";"KDD";"2003";"surprising. They indicate that sub-optimal decisions could contribute to a bias reduction. Other Results on Real data We have done some experiments on real data. We have used the Forest <b>CoverType</b> dataset from the UCI KDD archive. The goal is to predict the forest cover type from cartographic variables. The problem is defined by 54 variables of di®erent types: continuous and categorical. The dataset";1861
